,weather_grid,fips,county,state
27418,23723,27023,Chippewa,MN
27416,23724,27067,Kandiyohi,MN
27408,23725,27067,Kandiyohi,MN
27406,23726,27093,Meeker,MN
27399,23727,27093,Meeker,MN
27398,23728,27171,Wright,MN
27389,23729,27171,Wright,MN
27384,23730,27053,Hennepin,MN
27382,23731,27053,Hennepin,MN
27367,23732,27003,Anoka,MN
27361,23733,27163,Washington,MN
27349,23734,55109,St. Croix,WI
27346,23735,55109,St. Croix,WI
27338,23736,55033,Dunn,WI
27334,23737,55033,Dunn,WI
27323,23738,55017,Chippewa,WI
27321,23739,55017,Chippewa,WI
27311,23740,55017,Chippewa,WI
27308,23741,55119,Taylor,WI
27306,23742,55119,Taylor,WI
27291,23743,55119,Taylor,WI
27289,23744,55119,Taylor,WI
27279,23745,55069,Lincoln,WI
27277,23746,55069,Lincoln,WI
27271,23747,55073,Marathon,WI
27266,23748,55067,Langlade,WI
27257,23749,55067,Langlade,WI
27253,23750,55078,Menominee,WI
27252,23751,55083,Oconto,WI
27237,23752,55075,Marinette,WI
27235,23753,55075,Marinette,WI
27226,23754,26109,Menominee,MI
27224,23755,55029,Door,WI
27217,23756,55029,Door,WI
27216,23757,55029,Door,WI
27209,23760,26089,Leelanau,MI
27208,23761,26089,Leelanau,MI
27207,23762,26089,Leelanau,MI
27204,23763,26009,Antrim,MI
27202,23764,26009,Antrim,MI
27194,23765,26029,Charlevoix,MI
27193,23766,26137,Otsego,MI
27183,23767,26137,Otsego,MI
27181,23768,26119,Montmorency,MI
27171,23769,26007,Alpena,MI
27169,23770,26007,Alpena,MI
27167,23771,26007,Alpena,MI
27163,23772,26007,Alpena,MI
27162,23805,36089,St. Lawrence,NY
27161,23806,36033,Franklin,NY
27160,23809,36019,Clinton,NY
27159,23810,36019,Clinton,NY
27158,23811,36019,Clinton,NY
27156,23812,50011,Franklin,VT
27154,23813,50011,Franklin,VT
27153,23814,50011,Franklin,VT
27151,23815,50019,Orleans,VT
27150,23816,50019,Orleans,VT
27148,23817,50009,Essex,VT
27146,23818,50009,Essex,VT
27145,23819,33007,Coos,NH
27143,23820,33007,Coos,NH
27140,23821,23017,Oxford,ME
27139,23822,23007,Franklin,ME
27131,23823,23007,Franklin,ME
27130,23824,23025,Somerset,ME
27125,23825,23025,Somerset,ME
27124,23826,23021,Piscataquis,ME
27115,23827,23021,Piscataquis,ME
27112,23828,23021,Piscataquis,ME
27108,23829,23019,Penobscot,ME
27106,23830,23019,Penobscot,ME
27104,23831,23019,Penobscot,ME
27095,23832,23009,Hancock,ME
27091,23833,23029,Washington,ME
27083,23834,23029,Washington,ME
27082,23835,23029,Washington,ME
2427,23844,41057,Tillamook,OR
27974,23845,41057,Tillamook,OR
2426,23846,41057,Tillamook,OR
27971,23847,41071,Yamhill,OR
2424,23848,41071,Yamhill,OR
27960,23849,41067,Washington,OR
2419,23850,41005,Clackamas,OR
27947,23851,41005,Clackamas,OR
27937,23852,41005,Clackamas,OR
2416,23853,41005,Clackamas,OR
27927,23854,41027,Hood River,OR
2414,23855,41065,Wasco,OR
27911,23856,41065,Wasco,OR
2412,23857,41055,Sherman,OR
27909,23858,41055,Sherman,OR
2410,23859,41021,Gilliam,OR
27892,23860,41021,Gilliam,OR
27881,23861,41049,Morrow,OR
2409,23862,41049,Morrow,OR
27873,23863,41049,Morrow,OR
2408,23864,41059,Umatilla,OR
27864,23865,41059,Umatilla,OR
2406,23866,41059,Umatilla,OR
27862,23867,41061,Union,OR
2403,23868,41061,Union,OR
27854,23869,41061,Union,OR
2402,23870,41063,Wallowa,OR
27843,23871,41063,Wallowa,OR
27834,23872,41063,Wallowa,OR
2400,23873,41063,Wallowa,OR
27827,23874,41063,Wallowa,OR
2399,23875,16049,Idaho,ID
27813,23876,16049,Idaho,ID
2397,23877,16049,Idaho,ID
27812,23878,16049,Idaho,ID
2396,23879,16049,Idaho,ID
27804,23880,16049,Idaho,ID
27795,23881,16049,Idaho,ID
2395,23882,16059,Lemhi,ID
27787,23883,16059,Lemhi,ID
2393,23884,16059,Lemhi,ID
27775,23885,16059,Lemhi,ID
2391,23886,30001,Beaverhead,MT
27773,23887,30001,Beaverhead,MT
2390,23888,30001,Beaverhead,MT
27765,23889,30001,Beaverhead,MT
2389,23890,30001,Beaverhead,MT
27757,23891,30057,Madison,MT
27748,23892,30057,Madison,MT
2387,23893,30057,Madison,MT
27740,23894,30057,Madison,MT
2386,23895,30057,Madison,MT
27728,23896,30031,Gallatin,MT
2384,23897,30067,Park,MT
27727,23898,30067,Park,MT
2382,23899,30067,Park,MT
27715,23900,30097,Sweet Grass,MT
27703,23901,30095,Stillwater,MT
2381,23902,30095,Stillwater,MT
27692,23903,30009,Carbon,MT
2378,23904,30009,Carbon,MT
27679,23905,30009,Carbon,MT
2376,23906,30003,Big Horn,MT
27677,23907,30003,Big Horn,MT
2373,23908,30003,Big Horn,MT
27664,23909,30003,Big Horn,MT
2372,23910,30003,Big Horn,MT
27656,23911,30003,Big Horn,MT
27649,23912,30003,Big Horn,MT
2371,23913,30003,Big Horn,MT
27639,23914,30087,Rosebud,MT
2368,23915,30087,Rosebud,MT
27630,23916,30075,Powder River,MT
2367,23917,30075,Powder River,MT
27628,23918,30075,Powder River,MT
2366,23919,30075,Powder River,MT
27617,23920,30075,Powder River,MT
27609,23921,30011,Carter,MT
2365,23922,30011,Carter,MT
27601,23923,30011,Carter,MT
2364,23924,30011,Carter,MT
27591,23925,46063,Harding,SD
2362,23926,46063,Harding,SD
27590,23927,46063,Harding,SD
2361,23928,46063,Harding,SD
27580,23929,46105,Perkins,SD
2360,23930,46105,Perkins,SD
27571,23931,46105,Perkins,SD
27561,23932,46105,Perkins,SD
2357,23933,46137,Ziebach,SD
27552,23934,46137,Ziebach,SD
2354,23935,46041,Dewey,SD
27545,23936,46041,Dewey,SD
2352,23937,46041,Dewey,SD
27543,23938,46041,Dewey,SD
2349,23939,46041,Dewey,SD
27534,23940,46129,Walworth,SD
27522,23941,46129,Walworth,SD
2347,23942,46045,Edmunds,SD
27511,23943,46045,Edmunds,SD
2346,23944,46045,Edmunds,SD
27498,23945,46045,Edmunds,SD
2344,23946,46013,Brown,SD
27497,23947,46013,Brown,SD
2343,23948,46013,Brown,SD
27483,23949,46037,Day,SD
2342,23950,46037,Day,SD
27473,23951,46037,Day,SD
27462,23952,46109,Roberts,SD
2340,23953,46109,Roberts,SD
27448,23954,27011,Big Stone,MN
2335,23955,27011,Big Stone,MN
27431,23956,27011,Big Stone,MN
2334,23957,27151,Swift,MN
27429,23958,27151,Swift,MN
2332,23959,27151,Swift,MN
27413,23960,27067,Kandiyohi,MN
27405,23961,27067,Kandiyohi,MN
2329,23962,27145,Stearns,MN
27397,23963,27145,Stearns,MN
2326,23964,27145,Stearns,MN
27381,23965,27141,Sherburne,MN
2323,23966,27141,Sherburne,MN
27378,23967,27003,Anoka,MN
2318,23968,27003,Anoka,MN
27360,23969,27025,Chisago,MN
2315,23970,55095,Polk,WI
27344,23971,55095,Polk,WI
27332,23972,55005,Barron,WI
2313,23973,55005,Barron,WI
27319,23974,55005,Barron,WI
2311,23975,55107,Rusk,WI
27304,23976,55107,Rusk,WI
2308,23977,55107,Rusk,WI
27302,23978,55119,Taylor,WI
2306,23979,55119,Taylor,WI
27286,23980,55119,Taylor,WI
27276,23981,55069,Lincoln,WI
2305,23982,55069,Lincoln,WI
27265,23983,55067,Langlade,WI
2304,23984,55067,Langlade,WI
27249,23985,55067,Langlade,WI
2299,23986,55041,Forest,WI
27245,23987,55075,Marinette,WI
2298,23988,55075,Marinette,WI
27234,23989,55075,Marinette,WI
2296,23990,26109,Menominee,MI
27222,23991,26109,Menominee,MI
27215,23992,55029,Door,WI
2295,23993,55029,Door,WI
27212,23994,26041,Delta,MI
2293,23997,26089,Leelanau,MI
2292,23999,26029,Charlevoix,MI
27199,24000,26029,Charlevoix,MI
27190,24001,26047,Emmet,MI
2290,24002,26031,Cheboygan,MI
27178,24003,26031,Cheboygan,MI
2288,24004,26141,Presque Isle,MI
27165,24005,26141,Presque Isle,MI
2286,24006,26141,Presque Isle,MI
27164,24007,26141,Presque Isle,MI
2285,24055,33007,Coos,NH
27137,24056,23017,Oxford,ME
2284,24057,23007,Franklin,ME
27135,24058,23007,Franklin,ME
2282,24059,23025,Somerset,ME
27128,24060,23025,Somerset,ME
2279,24061,23025,Somerset,ME
27122,24062,23021,Piscataquis,ME
27111,24063,23021,Piscataquis,ME
2278,24064,23021,Piscataquis,ME
27102,24065,23021,Piscataquis,ME
2277,24066,23019,Penobscot,ME
27101,24067,23019,Penobscot,ME
2275,24068,23019,Penobscot,ME
27089,24069,23029,Washington,ME
2273,24070,23029,Washington,ME
27081,24071,23029,Washington,ME
27970,24081,41057,Tillamook,OR
27969,24082,41057,Tillamook,OR
27968,24083,41067,Washington,OR
27956,24084,41067,Washington,OR
27955,24085,41067,Washington,OR
27944,24086,53011,Clark,WA
27942,24087,53011,Clark,WA
27936,24088,53059,Skamania,WA
27932,24089,41027,Hood River,OR
27922,24090,41027,Hood River,OR
27919,24091,41065,Wasco,OR
27906,24092,41065,Wasco,OR
27903,24093,41055,Sherman,OR
27901,24094,41055,Sherman,OR
27889,24095,41021,Gilliam,OR
27886,24096,41021,Gilliam,OR
27879,24097,41049,Morrow,OR
27877,24098,41049,Morrow,OR
27871,24099,41049,Morrow,OR
27870,24100,41059,Umatilla,OR
27861,24101,41059,Umatilla,OR
27860,24102,41059,Umatilla,OR
27859,24103,41059,Umatilla,OR
27853,24104,41059,Umatilla,OR
27850,24105,41061,Union,OR
27842,24106,41063,Wallowa,OR
27840,24107,41063,Wallowa,OR
27833,24108,41063,Wallowa,OR
27832,24109,41063,Wallowa,OR
27824,24110,41063,Wallowa,OR
27821,24111,16049,Idaho,ID
27811,24112,16049,Idaho,ID
27810,24113,16049,Idaho,ID
27809,24114,16049,Idaho,ID
27803,24115,16049,Idaho,ID
27802,24116,16049,Idaho,ID
27793,24117,16049,Idaho,ID
27790,24118,16049,Idaho,ID
27784,24119,30081,Ravalli,MT
27781,24120,30081,Ravalli,MT
27772,24121,16059,Lemhi,ID
27769,24122,30001,Beaverhead,MT
27768,24123,30001,Beaverhead,MT
27764,24124,30001,Beaverhead,MT
27762,24125,30001,Beaverhead,MT
27754,24126,30057,Madison,MT
27752,24127,30057,Madison,MT
27745,24128,30057,Madison,MT
27744,24129,30057,Madison,MT
27739,24130,30057,Madison,MT
27736,24131,30031,Gallatin,MT
27726,24132,30031,Gallatin,MT
27724,24133,30031,Gallatin,MT
27723,24134,30067,Park,MT
27713,24135,30067,Park,MT
27712,24136,30097,Sweet Grass,MT
27700,24137,30097,Sweet Grass,MT
27699,24138,30095,Stillwater,MT
27691,24139,30095,Stillwater,MT
27690,24140,30095,Stillwater,MT
27674,24141,30009,Carbon,MT
27673,24142,30111,Yellowstone,MT
27671,24143,30111,Yellowstone,MT
27663,24144,30111,Yellowstone,MT
27661,24145,30003,Big Horn,MT
27655,24146,30003,Big Horn,MT
27654,24147,30003,Big Horn,MT
27648,24148,30003,Big Horn,MT
27647,24149,30003,Big Horn,MT
27637,24150,30087,Rosebud,MT
27636,24151,30087,Rosebud,MT
27627,24152,30075,Powder River,MT
27625,24153,30075,Powder River,MT
27624,24154,30075,Powder River,MT
27615,24155,30075,Powder River,MT
27614,24156,30075,Powder River,MT
27607,24157,30011,Carter,MT
27606,24158,30011,Carter,MT
27600,24159,30011,Carter,MT
27599,24160,30011,Carter,MT
27589,24161,46063,Harding,SD
27588,24162,46063,Harding,SD
27587,24163,46063,Harding,SD
27578,24164,46063,Harding,SD
27577,24165,46105,Perkins,SD
27570,24166,46105,Perkins,SD
27569,24167,46105,Perkins,SD
27559,24168,46105,Perkins,SD
27558,24169,46031,Corson,SD
27551,24170,46031,Corson,SD
27550,24171,46031,Corson,SD
27542,24172,46031,Corson,SD
27541,24173,46031,Corson,SD
27540,24174,46031,Corson,SD
27533,24175,46031,Corson,SD
27530,24176,46021,Campbell,SD
27521,24177,46021,Campbell,SD
27516,24178,46089,McPherson,SD
27509,24179,46089,McPherson,SD
27507,24180,46089,McPherson,SD
27495,24181,46089,McPherson,SD
27493,24182,46013,Brown,SD
27491,24183,46013,Brown,SD
27482,24184,46013,Brown,SD
27481,24185,46091,Marshall,SD
27472,24186,46091,Marshall,SD
27470,24187,46091,Marshall,SD
27459,24188,46109,Roberts,SD
27456,24189,46109,Roberts,SD
27447,24190,27155,Traverse,MN
27444,24191,27155,Traverse,MN
27425,24192,27149,Stevens,MN
27423,24193,27149,Stevens,MN
27422,24194,27121,Pope,MN
27411,24195,27121,Pope,MN
27409,24196,27145,Stearns,MN
27402,24197,27145,Stearns,MN
27401,24198,27145,Stearns,MN
27393,24199,27145,Stearns,MN
27391,24200,27009,Benton,MN
27376,24201,27009,Benton,MN
27372,24202,27095,Mille Lacs,MN
27370,24203,27059,Isanti,MN
27356,24204,27059,Isanti,MN
27352,24205,27025,Chisago,MN
27341,24206,55095,Polk,WI
27339,24207,55095,Polk,WI
27329,24208,55005,Barron,WI
27326,24209,55005,Barron,WI
27317,24210,55005,Barron,WI
27312,24211,55107,Rusk,WI
27299,24212,55107,Rusk,WI
27297,24213,55107,Rusk,WI
27296,24214,55099,Price,WI
27284,24215,55099,Price,WI
27283,24216,55099,Price,WI
27274,24217,55085,Oneida,WI
27272,24218,55085,Oneida,WI
27261,24219,55085,Oneida,WI
27259,24220,55085,Oneida,WI
27244,24221,55041,Forest,WI
27243,24222,55041,Forest,WI
27239,24223,55075,Marinette,WI
27231,24224,55075,Marinette,WI
27229,24225,55075,Marinette,WI
27220,24226,26109,Menominee,MI
27219,24227,26109,Menominee,MI
27214,24228,26041,Delta,MI
27213,24229,26041,Delta,MI
27211,24230,26041,Delta,MI
27210,24231,26041,Delta,MI
27206,24233,26029,Charlevoix,MI
27205,24234,26029,Charlevoix,MI
27198,24235,26029,Charlevoix,MI
27197,24236,26047,Emmet,MI
27188,24237,26047,Emmet,MI
27186,24238,26031,Cheboygan,MI
27176,24239,26031,Cheboygan,MI
27174,24240,26141,Presque Isle,MI
27133,24294,23007,Franklin,ME
27127,24295,23025,Somerset,ME
27126,24296,23025,Somerset,ME
27119,24297,23025,Somerset,ME
27118,24298,23021,Piscataquis,ME
27110,24299,23021,Piscataquis,ME
27109,24300,23021,Piscataquis,ME
27100,24301,23019,Penobscot,ME
27098,24302,23019,Penobscot,ME
27097,24303,23019,Penobscot,ME
27086,24304,23003,Aroostook,ME
27085,24305,23029,Washington,ME
27080,24306,23029,Washington,ME
27079,24307,23029,Washington,ME
27998,24317,41007,Clatsop,OR
1542,24318,41007,Clatsop,OR
27994,24319,41007,Clatsop,OR
2196,24320,41009,Columbia,OR
28007,24321,41009,Columbia,OR
1544,24322,53011,Clark,WA
28012,24323,53011,Clark,WA
28020,24324,53059,Skamania,WA
2198,24325,53059,Skamania,WA
28027,24326,53059,Skamania,WA
1546,24327,53039,Klickitat,WA
28035,24328,53039,Klickitat,WA
2199,24329,53039,Klickitat,WA
28034,24330,53039,Klickitat,WA
1547,24331,53039,Klickitat,WA
28041,24332,53039,Klickitat,WA
28049,24333,53039,Klickitat,WA
2201,24334,41049,Morrow,OR
28056,24335,41059,Umatilla,OR
1549,24336,41059,Umatilla,OR
28068,24337,41059,Umatilla,OR
2202,24338,41059,Umatilla,OR
28065,24339,41059,Umatilla,OR
1551,24340,41059,Umatilla,OR
28078,24341,41063,Wallowa,OR
2205,24342,41063,Wallowa,OR
28085,24343,41063,Wallowa,OR
28090,24344,41063,Wallowa,OR
1554,24345,41063,Wallowa,OR
28098,24346,16049,Idaho,ID
2207,24347,16049,Idaho,ID
28106,24348,16049,Idaho,ID
1556,24349,16049,Idaho,ID
28105,24350,16049,Idaho,ID
2208,24351,16049,Idaho,ID
28109,24352,16049,Idaho,ID
28113,24353,16049,Idaho,ID
1557,24354,16049,Idaho,ID
28118,24355,30081,Ravalli,MT
2209,24356,30081,Ravalli,MT
28128,24357,30081,Ravalli,MT
1560,24358,30081,Ravalli,MT
28125,24359,30023,Deer Lodge,MT
2210,24360,30023,Deer Lodge,MT
28136,24361,30093,Silver Bow,MT
1564,24362,30093,Silver Bow,MT
28143,24363,30043,Jefferson,MT
28149,24364,30043,Jefferson,MT
2215,24365,30043,Jefferson,MT
28156,24366,30031,Gallatin,MT
1566,24367,30031,Gallatin,MT
28168,24368,30031,Gallatin,MT
2216,24369,30031,Gallatin,MT
28167,24370,30067,Park,MT
1567,24371,30067,Park,MT
28176,24372,30097,Sweet Grass,MT
28182,24373,30097,Sweet Grass,MT
2218,24374,30097,Sweet Grass,MT
28190,24375,30095,Stillwater,MT
1569,24376,30095,Stillwater,MT
28200,24377,30111,Yellowstone,MT
2220,24378,30111,Yellowstone,MT
28199,24379,30111,Yellowstone,MT
1571,24380,30111,Yellowstone,MT
28204,24381,30003,Big Horn,MT
2221,24382,30003,Big Horn,MT
28212,24383,30003,Big Horn,MT
28218,24384,30003,Big Horn,MT
1572,24385,30087,Rosebud,MT
28222,24386,30087,Rosebud,MT
2223,24387,30087,Rosebud,MT
28230,24388,30017,Custer,MT
1575,24389,30017,Custer,MT
28227,24390,30017,Custer,MT
2224,24391,30017,Custer,MT
28234,24392,30017,Custer,MT
28242,24393,30011,Carter,MT
1577,24394,30011,Carter,MT
28248,24395,30011,Carter,MT
2227,24396,30011,Carter,MT
28255,24397,46063,Harding,SD
1578,24398,46063,Harding,SD
28253,24399,46063,Harding,SD
2230,24400,46063,Harding,SD
28261,24401,46105,Perkins,SD
1580,24402,46105,Perkins,SD
28267,24403,46105,Perkins,SD
28275,24404,46105,Perkins,SD
2234,24405,46031,Corson,SD
28283,24406,46031,Corson,SD
1583,24407,46031,Corson,SD
28293,24408,46031,Corson,SD
2236,24409,46031,Corson,SD
28291,24410,46031,Corson,SD
1585,24411,46021,Campbell,SD
28297,24412,46021,Campbell,SD
28302,24413,46021,Campbell,SD
2237,24414,46089,McPherson,SD
28307,24415,46089,McPherson,SD
1588,24416,46089,McPherson,SD
28315,24417,46089,McPherson,SD
2242,24418,46013,Brown,SD
28313,24419,46013,Brown,SD
1591,24420,46013,Brown,SD
28321,24421,46091,Marshall,SD
2244,24422,46091,Marshall,SD
28327,24423,46091,Marshall,SD
28331,24424,46109,Roberts,SD
1594,24425,46109,Roberts,SD
28342,24426,46109,Roberts,SD
2247,24427,27155,Traverse,MN
28354,24428,27051,Grant,MN
1596,24429,27051,Grant,MN
28352,24430,27041,Douglas,MN
2249,24431,27041,Douglas,MN
28361,24432,27153,Todd,MN
28368,24433,27153,Todd,MN
1599,24434,27097,Morrison,MN
28373,24435,27097,Morrison,MN
2250,24436,27097,Morrison,MN
28387,24437,27097,Morrison,MN
1603,24438,27095,Mille Lacs,MN
28385,24439,27065,Kanabec,MN
2253,24440,27115,Pine,MN
28395,24441,27115,Pine,MN
1604,24442,55013,Burnett,WI
28400,24443,55013,Burnett,WI
28408,24444,55013,Burnett,WI
2254,24445,55129,Washburn,WI
28415,24446,55129,Washburn,WI
1606,24447,55113,Sawyer,WI
28427,24448,55113,Sawyer,WI
2256,24449,55113,Sawyer,WI
28426,24450,55099,Price,WI
1609,24451,55099,Price,WI
28433,24452,55099,Price,WI
28439,24453,55085,Oneida,WI
2257,24454,55085,Oneida,WI
28446,24455,55085,Oneida,WI
1610,24456,55085,Oneida,WI
28459,24457,55041,Forest,WI
2259,24458,55037,Florence,WI
28457,24459,55037,Florence,WI
1614,24460,55037,Florence,WI
28467,24461,26043,Dickinson,MI
2262,24462,26109,Menominee,MI
28472,24463,26109,Menominee,MI
28479,24464,26041,Delta,MI
1617,24465,26041,Delta,MI
28486,24466,26041,Delta,MI
2266,24467,26153,Schoolcraft,MI
28495,24468,26153,Schoolcraft,MI
1619,24469,26153,Schoolcraft,MI
28494,24470,26097,Mackinac,MI
2267,24471,26029,Charlevoix,MI
28501,24472,26047,Emmet,MI
28506,24473,26097,Mackinac,MI
1620,24474,26097,Mackinac,MI
28512,24475,26097,Mackinac,MI
2268,24476,26033,Chippewa,MI
28517,24477,26033,Chippewa,MI
1623,24478,26033,Chippewa,MI
28516,24479,26033,Chippewa,MI
1624,24531,23025,Somerset,ME
28520,24532,23025,Somerset,ME
2270,24533,23025,Somerset,ME
28525,24534,23021,Piscataquis,ME
28528,24535,23021,Piscataquis,ME
1625,24536,23021,Piscataquis,ME
28536,24537,23021,Piscataquis,ME
2272,24538,23019,Penobscot,ME
28534,24539,23003,Aroostook,ME
1626,24540,23003,Aroostook,ME
28540,24541,23003,Aroostook,ME
27987,24552,41007,Clatsop,OR
27993,24553,41007,Clatsop,OR
27991,24554,41007,Clatsop,OR
27988,24555,41007,Clatsop,OR
28003,24556,41009,Columbia,OR
28000,24557,53015,Cowlitz,WA
28011,24558,53015,Cowlitz,WA
28010,24559,53015,Cowlitz,WA
28018,24560,53059,Skamania,WA
28015,24561,53059,Skamania,WA
28025,24562,53059,Skamania,WA
28021,24563,53077,Yakima,WA
28032,24564,53077,Yakima,WA
28030,24565,53077,Yakima,WA
28028,24566,53077,Yakima,WA
28038,24567,53077,Yakima,WA
28036,24568,53077,Yakima,WA
28044,24569,53005,Benton,WA
28042,24570,53005,Benton,WA
28053,24571,53005,Benton,WA
28051,24572,53005,Benton,WA
28063,24573,53071,Walla Walla,WA
28059,24574,53071,Walla Walla,WA
28057,24575,53071,Walla Walla,WA
28073,24576,53071,Walla Walla,WA
28072,24577,53013,Columbia,WA
28083,24578,53013,Columbia,WA
28081,24579,53003,Asotin,WA
28089,24580,53003,Asotin,WA
28087,24581,16069,Nez Perce,ID
28094,24582,16061,Lewis,ID
28093,24583,16049,Idaho,ID
28104,24584,16049,Idaho,ID
28102,24585,16049,Idaho,ID
28101,24586,16049,Idaho,ID
28108,24587,16049,Idaho,ID
28107,24588,16049,Idaho,ID
28112,24589,16049,Idaho,ID
28110,24590,16049,Idaho,ID
28116,24591,30081,Ravalli,MT
28114,24592,30081,Ravalli,MT
28123,24593,30081,Ravalli,MT
28122,24594,30039,Granite,MT
28120,24595,30039,Granite,MT
28132,24596,30023,Deer Lodge,MT
28130,24597,30023,Deer Lodge,MT
28141,24598,30093,Silver Bow,MT
28137,24599,30043,Jefferson,MT
28147,24600,30043,Jefferson,MT
28146,24601,30043,Jefferson,MT
28153,24602,30007,Broadwater,MT
28151,24603,30007,Broadwater,MT
28166,24604,30031,Gallatin,MT
28162,24605,30031,Gallatin,MT
28160,24606,30067,Park,MT
28172,24607,30067,Park,MT
28169,24608,30097,Sweet Grass,MT
28180,24609,30097,Sweet Grass,MT
28178,24610,30097,Sweet Grass,MT
28185,24611,30037,Golden Valley,MT
28184,24612,30095,Stillwater,MT
28195,24613,30037,Golden Valley,MT
28193,24614,30111,Yellowstone,MT
28191,24615,30111,Yellowstone,MT
28203,24616,30111,Yellowstone,MT
28202,24617,30111,Yellowstone,MT
28210,24618,30111,Yellowstone,MT
28208,24619,30103,Treasure,MT
28217,24620,30103,Treasure,MT
28214,24621,30087,Rosebud,MT
28221,24622,30087,Rosebud,MT
28220,24623,30087,Rosebud,MT
28226,24624,30017,Custer,MT
28224,24625,30017,Custer,MT
28223,24626,30017,Custer,MT
28233,24627,30017,Custer,MT
28232,24628,30017,Custer,MT
28239,24629,30011,Carter,MT
28236,24630,30011,Carter,MT
28247,24631,30025,Fallon,MT
28245,24632,30025,Fallon,MT
28252,24633,38011,Bowman,ND
28251,24634,38011,Bowman,ND
28250,24635,38011,Bowman,ND
28259,24636,38011,Bowman,ND
28257,24637,38001,Adams,ND
28266,24638,38001,Adams,ND
28264,24639,38001,Adams,ND
28273,24640,38001,Adams,ND
28270,24641,38037,Grant,ND
28281,24642,38037,Grant,ND
28279,24643,38037,Grant,ND
28287,24644,38085,Sioux,ND
28286,24645,38085,Sioux,ND
28284,24646,38085,Sioux,ND
28295,24647,38029,Emmons,ND
28294,24648,38029,Emmons,ND
28300,24649,38051,McIntosh,ND
28298,24650,38051,McIntosh,ND
28306,24651,38051,McIntosh,ND
28305,24652,38051,McIntosh,ND
28311,24653,38021,Dickey,ND
28310,24654,38021,Dickey,ND
28309,24655,38021,Dickey,ND
28317,24656,38021,Dickey,ND
28316,24657,38081,Sargent,ND
28324,24658,38081,Sargent,ND
28323,24659,38081,Sargent,ND
28329,24660,38077,Richland,ND
28328,24661,38077,Richland,ND
28339,24662,38077,Richland,ND
28334,24663,27167,Wilkin,MN
28350,24664,27111,Otter Tail,MN
28348,24665,27111,Otter Tail,MN
28345,24666,27111,Otter Tail,MN
28359,24667,27111,Otter Tail,MN
28355,24668,27153,Todd,MN
28366,24669,27153,Todd,MN
28364,24670,27097,Morrison,MN
28371,24671,27097,Morrison,MN
28369,24672,27097,Morrison,MN
28381,24673,27097,Morrison,MN
28380,24674,27095,Mille Lacs,MN
28376,24675,27065,Kanabec,MN
28391,24676,27065,Kanabec,MN
28390,24677,27115,Pine,MN
28399,24678,27115,Pine,MN
28398,24679,27115,Pine,MN
28406,24680,55013,Burnett,WI
28402,24681,55129,Washburn,WI
28412,24682,55129,Washburn,WI
28410,24683,55113,Sawyer,WI
28423,24684,55113,Sawyer,WI
28420,24685,55003,Ashland,WI
28417,24686,55003,Ashland,WI
28429,24687,55003,Ashland,WI
28428,24688,55051,Iron,WI
28438,24689,55125,Vilas,WI
28436,24690,55125,Vilas,WI
28445,24691,55125,Vilas,WI
28443,24692,55125,Vilas,WI
28456,24693,26071,Iron,MI
28452,24694,26071,Iron,MI
28449,24695,26071,Iron,MI
28464,24696,26071,Iron,MI
28462,24697,26043,Dickinson,MI
28470,24698,26043,Dickinson,MI
28468,24699,26103,Marquette,MI
28476,24700,26041,Delta,MI
28474,24701,26041,Delta,MI
28483,24702,26041,Delta,MI
28482,24703,26153,Schoolcraft,MI
28492,24704,26153,Schoolcraft,MI
28491,24705,26153,Schoolcraft,MI
28487,24706,26097,Mackinac,MI
28499,24707,26097,Mackinac,MI
28497,24708,26097,Mackinac,MI
28505,24709,26097,Mackinac,MI
28503,24710,26097,Mackinac,MI
28510,24711,26033,Chippewa,MI
28508,24712,26033,Chippewa,MI
28515,24713,26033,Chippewa,MI
28514,24714,26033,Chippewa,MI
28513,24715,26033,Chippewa,MI
28519,24767,23025,Somerset,ME
28518,24768,23025,Somerset,ME
28523,24769,23025,Somerset,ME
28522,24770,23021,Piscataquis,ME
28527,24771,23021,Piscataquis,ME
28526,24772,23021,Piscataquis,ME
28532,24773,23021,Piscataquis,ME
28531,24774,23019,Penobscot,ME
28529,24775,23003,Aroostook,ME
28539,24776,23003,Aroostook,ME
28538,24777,23003,Aroostook,ME
29050,24788,53049,Pacific,WA
29048,24789,53049,Pacific,WA
29045,24790,53049,Pacific,WA
29044,24791,53069,Wahkiakum,WA
29036,24792,53015,Cowlitz,WA
29034,24793,53015,Cowlitz,WA
29031,24794,53015,Cowlitz,WA
29029,24795,53015,Cowlitz,WA
29026,24796,53059,Skamania,WA
29023,24797,53059,Skamania,WA
29019,24798,53059,Skamania,WA
29016,24799,53077,Yakima,WA
29013,24800,53077,Yakima,WA
29012,24801,53077,Yakima,WA
29011,24802,53077,Yakima,WA
29007,24803,53077,Yakima,WA
29006,24804,53077,Yakima,WA
29002,24805,53077,Yakima,WA
29001,24806,53005,Benton,WA
28996,24807,53005,Benton,WA
28993,24808,53021,Franklin,WA
28987,24809,53021,Franklin,WA
28986,24810,53071,Walla Walla,WA
28984,24811,53071,Walla Walla,WA
28978,24812,53013,Columbia,WA
28976,24813,53013,Columbia,WA
28970,24814,53023,Garfield,WA
28968,24815,53023,Garfield,WA
28965,24816,53003,Asotin,WA
28960,24817,16069,Nez Perce,ID
28955,24818,16069,Nez Perce,ID
28952,24819,16061,Lewis,ID
