,stationID,anetd,lat_x,lon_x,rainfall,MLRA
0,5137,32.5,25.375,279.125,4,156A
1,5138,32.5,25.375,279.375,4,156A
2,5139,32.5,25.375,279.625,4,156A
3,5372,32.5,25.625,278.875,4,156A
4,5373,32.5,25.625,279.125,4,156A
5,5374,32.5,25.625,279.375,4,156A
6,5375,32.5,25.625,279.625,4,156A
7,5607,32.5,25.875,278.625,4,156A
8,5608,32.5,25.875,278.875,4,156A
9,5609,32.5,25.875,279.125,4,156A
10,5610,32.5,25.875,279.375,4,156A
11,5611,32.5,25.875,279.625,4,156A
12,5776,32.5,26.125,261.875,4,83D
13,5777,32.5,26.125,262.125,4,83D
14,5778,32.5,26.125,262.375,4,83D
15,5779,32.5,26.125,262.625,4,150B
16,5842,32.5,26.125,278.375,4,155
17,5843,32.5,26.125,278.625,4,156A
18,5844,32.5,26.125,278.875,4,156A
19,5845,32.5,26.125,279.125,4,156A
20,5846,32.5,26.125,279.375,4,156A
21,5847,32.5,26.125,279.625,4,156A
22,5848,32.5,26.125,279.875,4,155
23,6009,32.5,26.375,261.125,4,83D
24,6010,32.5,26.375,261.375,4,83D
25,6011,32.5,26.375,261.625,4,83D
26,6012,32.5,26.375,261.875,4,83D
27,6013,32.5,26.375,262.125,4,83D
28,6014,32.5,26.375,262.375,4,83D
29,6078,32.5,26.375,278.375,4,156A
30,6079,32.5,26.375,278.625,4,155
31,6080,32.5,26.375,278.875,4,155
32,6081,32.5,26.375,279.125,4,156A
33,6082,32.5,26.375,279.375,4,156A
34,6083,32.5,26.375,279.625,4,156A
35,6084,32.5,26.375,279.875,4,155
36,6244,32.5,26.625,260.875,4,83B
37,6245,32.5,26.625,261.125,4,83B
38,6246,32.5,26.625,261.375,4,83D
39,6247,32.5,26.625,261.625,4,83C
40,6248,32.5,26.625,261.875,4,83C
41,6249,32.5,26.625,262.125,4,83C
42,6250,32.5,26.625,262.375,4,83C
43,6312,32.5,26.625,277.875,4,155
44,6313,32.5,26.625,278.125,4,155
45,6314,32.5,26.625,278.375,4,155
46,6315,27.5,26.625,278.625,4,155
47,6316,27.5,26.625,278.875,4,155
48,6317,32.5,26.625,279.125,4,156A
49,6318,32.5,26.625,279.375,4,156A
50,6319,32.5,26.625,279.625,4,156A
51,6320,32.5,26.625,279.875,4,155
52,6480,32.5,26.875,260.875,4,83B
53,6481,32.5,26.875,261.125,4,83C
54,6482,32.5,26.875,261.375,4,83C
55,6483,32.5,26.875,261.625,4,83C
56,6484,32.5,26.875,261.875,4,83C
57,6485,32.5,26.875,262.125,4,83C
58,6486,32.5,26.875,262.375,4,83C
59,6487,32.5,26.875,262.625,4,150B
60,6549,27.5,26.875,278.125,4,155
61,6550,27.5,26.875,278.375,4,155
62,6551,27.5,26.875,278.625,4,155
63,6552,27.5,26.875,278.875,4,155
64,6553,27.5,26.875,279.125,4,155
65,6554,27.5,26.875,279.375,4,156A
66,6555,27.5,26.875,279.625,4,156B
67,6556,32.5,26.875,279.875,4,155
68,6715,32.5,27.125,260.625,4,83B
69,6716,32.5,27.125,260.875,4,83B
70,6717,32.5,27.125,261.125,4,83C
71,6718,32.5,27.125,261.375,4,83C
72,6719,32.5,27.125,261.625,4,83C
73,6720,32.5,27.125,261.875,4,83C
74,6721,32.5,27.125,262.125,4,83C
75,6722,32.5,27.125,262.375,4,83C
76,6783,27.5,27.125,277.625,3,155
77,6784,27.5,27.125,277.875,3,155
78,6785,27.5,27.125,278.125,4,155
79,6786,27.5,27.125,278.375,4,155
80,6787,27.5,27.125,278.625,4,154
81,6788,27.5,27.125,278.875,4,155
82,6789,27.5,27.125,279.125,4,155
83,6790,27.5,27.125,279.375,4,155
84,6791,27.5,27.125,279.625,4,156B
85,6951,32.5,27.375,260.625,4,83B
86,6952,32.5,27.375,260.875,4,83B
87,6953,32.5,27.375,261.125,4,83C
88,6954,32.5,27.375,261.375,4,83C
89,6955,32.5,27.375,261.625,4,83C
90,6956,32.5,27.375,261.875,4,83C
91,6957,32.5,27.375,262.125,4,83C
92,6958,32.5,27.375,262.375,4,150A
93,7019,27.5,27.375,277.625,3,155
94,7020,27.5,27.375,277.875,3,155
95,7021,27.5,27.375,278.125,3,155
96,7022,27.5,27.375,278.375,4,155
97,7023,27.5,27.375,278.625,4,154
98,7024,27.5,27.375,278.875,4,155
99,7025,27.5,27.375,279.125,4,155
100,7026,27.5,27.375,279.375,4,155
101,7027,27.5,27.375,279.625,4,156B
102,7187,32.5,27.625,260.625,4,83B
103,7188,32.5,27.625,260.875,4,83C
104,7189,32.5,27.625,261.125,4,83C
105,7190,32.5,27.625,261.375,4,83C
106,7191,32.5,27.625,261.625,4,83C
107,7192,32.5,27.625,261.875,4,83C
108,7193,32.5,27.625,262.125,4,83C
109,7194,32.5,27.625,262.375,4,150A
110,7195,32.5,27.625,262.625,4,150A
111,7255,27.5,27.625,277.625,3,155
112,7256,27.5,27.625,277.875,3,155
113,7257,27.5,27.625,278.125,3,155
114,7258,27.5,27.625,278.375,3,155
115,7259,27.5,27.625,278.625,4,154
116,7260,27.5,27.625,278.875,4,155
117,7261,27.5,27.625,279.125,4,155
118,7262,27.5,27.625,279.375,4,156B
119,7421,32.5,27.875,260.125,3,83B
120,7422,32.5,27.875,260.375,3,83B
121,7423,32.5,27.875,260.625,4,83B
122,7424,32.5,27.875,260.875,4,83B
123,7425,32.5,27.875,261.125,4,83C
124,7426,32.5,27.875,261.375,4,83C
125,7427,32.5,27.875,261.625,4,83C
126,7428,32.5,27.875,261.875,4,83C
127,7429,32.5,27.875,262.125,4,150A
128,7430,32.5,27.875,262.375,4,150A
129,7431,27.5,27.875,262.625,4,150B
130,7490,27.5,27.875,277.375,3,155
131,7491,27.5,27.875,277.625,3,155
132,7492,27.5,27.875,277.875,3,154
133,7493,27.5,27.875,278.125,3,155
134,7494,27.5,27.875,278.375,3,154
135,7495,27.5,27.875,278.625,3,155
136,7496,27.5,27.875,278.875,4,155
137,7497,27.5,27.875,279.125,4,155
138,7498,27.5,27.875,279.375,4,156B
139,7657,32.5,28.125,260.125,3,83B
140,7658,32.5,28.125,260.375,3,83B
141,7659,32.5,28.125,260.625,3,83A
142,7660,32.5,28.125,260.875,4,83B
143,7661,32.5,28.125,261.125,4,83B
144,7662,32.5,28.125,261.375,4,83C
145,7663,32.5,28.125,261.625,4,83C
146,7664,32.5,28.125,261.875,4,83C
147,7665,32.5,28.125,262.125,4,83C
148,7666,27.5,28.125,262.375,4,150A
149,7667,27.5,28.125,262.625,4,150A
150,7669,27.5,28.125,263.125,4,150B
151,7726,27.5,28.125,277.375,3,154
152,7727,27.5,28.125,277.625,3,154
153,7728,27.5,28.125,277.875,3,155
154,7729,27.5,28.125,278.125,3,155
155,7730,27.5,28.125,278.375,3,154
156,7731,27.5,28.125,278.625,3,155
157,7732,27.5,28.125,278.875,3,155
158,7733,27.5,28.125,279.125,4,155
159,7734,27.5,28.125,279.375,4,155
160,7892,32.5,28.375,259.875,3,83B
161,7893,32.5,28.375,260.125,3,83B
162,7894,32.5,28.375,260.375,3,83B
163,7895,32.5,28.375,260.625,3,83A
164,7896,32.5,28.375,260.875,3,83B
165,7897,32.5,28.375,261.125,4,83B
166,7898,32.5,28.375,261.375,4,83B
167,7899,32.5,28.375,261.625,4,83C
168,7900,27.5,28.375,261.875,4,83C
169,7901,27.5,28.375,262.125,4,83A
170,7902,27.5,28.375,262.375,4,150A
171,7903,27.5,28.375,262.625,4,150A
172,7904,27.5,28.375,262.875,4,150A
173,7905,27.5,28.375,263.125,4,150B
174,7906,27.5,28.375,263.375,4,150B
175,7962,27.5,28.375,277.375,3,154
176,7963,27.5,28.375,277.625,3,154
177,7964,27.5,28.375,277.875,3,154
178,7965,27.5,28.375,278.125,3,155
179,7966,27.5,28.375,278.375,3,154
180,7967,27.5,28.375,278.625,3,155
181,7968,27.5,28.375,278.875,3,155
182,7969,27.5,28.375,279.125,3,156B
183,8127,32.5,28.625,259.625,3,83B
184,8128,32.5,28.625,259.875,3,83B
185,8129,32.5,28.625,260.125,3,83A
186,8130,32.5,28.625,260.375,3,83A
187,8131,32.5,28.625,260.625,3,83A
188,8132,32.5,28.625,260.875,3,83A
189,8133,27.5,28.625,261.125,4,83B
190,8134,27.5,28.625,261.375,4,83B
191,8135,27.5,28.625,261.625,4,83B
192,8136,27.5,28.625,261.875,4,83A
193,8137,27.5,28.625,262.125,4,83A
194,8138,27.5,28.625,262.375,4,83A
195,8139,27.5,28.625,262.625,4,150A
196,8140,27.5,28.625,262.875,4,150A
197,8141,27.5,28.625,263.125,4,150B
198,8142,27.5,28.625,263.375,4,150B
199,8144,27.5,28.625,263.875,4,150B
200,8198,27.5,28.625,277.375,3,154
201,8199,27.5,28.625,277.625,3,154
202,8200,27.5,28.625,277.875,3,154
203,8201,27.5,28.625,278.125,3,154
204,8202,27.5,28.625,278.375,3,154
205,8203,27.5,28.625,278.625,3,154
206,8204,27.5,28.625,278.875,3,155
207,8205,27.5,28.625,279.125,3,155
208,8206,27.5,28.625,279.375,3,155
209,8363,32.5,28.875,259.625,3,83B
210,8364,27.5,28.875,259.875,3,83B
211,8365,27.5,28.875,260.125,3,83B
212,8366,27.5,28.875,260.375,3,83A
213,8367,27.5,28.875,260.625,3,83A
214,8368,27.5,28.875,260.875,3,83A
215,8369,27.5,28.875,261.125,3,83A
216,8370,27.5,28.875,261.375,4,83A
217,8371,27.5,28.875,261.625,4,83A
218,8372,27.5,28.875,261.875,4,83A
219,8373,27.5,28.875,262.125,4,83A
220,8374,27.5,28.875,262.375,4,83A
221,8375,27.5,28.875,262.625,4,83A
222,8376,27.5,28.875,262.875,4,150A
223,8377,27.5,28.875,263.125,4,150A
224,8378,27.5,28.875,263.375,4,150A
225,8379,27.5,28.875,263.625,4,150A
226,8380,27.5,28.875,263.875,4,150B
227,8381,27.5,28.875,264.125,4,150A
228,8382,27.5,28.875,264.375,4,150B
229,8434,27.5,28.875,277.375,3,154
230,8435,27.5,28.875,277.625,3,154
231,8436,27.5,28.875,277.875,3,154
232,8437,27.5,28.875,278.125,3,154
233,8438,27.5,28.875,278.375,3,154
234,8439,27.5,28.875,278.625,3,155
235,8440,27.5,28.875,278.875,3,155
236,8441,27.5,28.875,279.125,3,155
237,8587,27.5,29.125,256.625,3,42
238,8588,27.5,29.125,256.875,3,42
239,8598,27.5,29.125,259.375,3,83B
240,8599,27.5,29.125,259.625,3,83B
241,8600,27.5,29.125,259.875,3,83B
242,8601,27.5,29.125,260.125,3,83A
243,8602,27.5,29.125,260.375,3,83A
244,8603,27.5,29.125,260.625,3,83A
245,8604,27.5,29.125,260.875,3,83A
246,8605,27.5,29.125,261.125,3,83A
247,8606,27.5,29.125,261.375,4,87
248,8607,27.5,29.125,261.625,4,83A
249,8608,27.5,29.125,261.875,4,83A
250,8609,27.5,29.125,262.125,4,83A
251,8610,27.5,29.125,262.375,4,83A
252,8611,27.5,29.125,262.625,4,83A
253,8612,27.5,29.125,262.875,4,83A
254,8613,27.5,29.125,263.125,4,150A
255,8614,27.5,29.125,263.375,4,150A
256,8615,27.5,29.125,263.625,4,150A
257,8616,27.5,29.125,263.875,4,150A
258,8617,27.5,29.125,264.125,4,150A
259,8618,27.5,29.125,264.375,4,150A
260,8619,27.5,29.125,264.625,4,150A
261,8643,27.5,29.125,270.625,4,151
262,8644,27.5,29.125,270.875,4,151
263,8670,27.5,29.125,277.375,3,152A
264,8671,27.5,29.125,277.625,3,154
265,8672,27.5,29.125,277.875,3,154
266,8673,27.5,29.125,278.125,3,154
267,8674,27.5,29.125,278.375,3,155
268,8675,27.5,29.125,278.625,3,155
269,8676,27.5,29.125,278.875,3,155
270,8821,27.5,29.375,256.125,3,42
271,8822,27.5,29.375,256.375,3,42
272,8823,27.5,29.375,256.625,3,42
273,8824,27.5,29.375,256.875,3,42
274,8825,27.5,29.375,257.125,3,81
275,8833,27.5,29.375,259.125,3,83B
276,8834,27.5,29.375,259.375,3,83B
277,8835,27.5,29.375,259.625,3,83B
278,8836,27.5,29.375,259.875,3,83B
279,8837,27.5,29.375,260.125,3,83A
280,8838,27.5,29.375,260.375,3,83A
281,8839,27.5,29.375,260.625,3,83A
282,8840,27.5,29.375,260.875,3,83A
283,8841,27.5,29.375,261.125,3,83A
284,8842,27.5,29.375,261.375,4,86
285,8843,27.5,29.375,261.625,4,86
286,8844,27.5,29.375,261.875,4,87
287,8845,27.5,29.375,262.125,4,87
288,8846,27.5,29.375,262.375,4,86
289,8847,27.5,29.375,262.625,4,86
290,8848,27.5,29.375,262.875,4,86
291,8849,27.5,29.375,263.125,4,87
292,8850,27.5,29.375,263.375,4,150A
293,8851,27.5,29.375,263.625,4,150A
294,8852,27.5,29.375,263.875,4,150A
295,8853,27.5,29.375,264.125,4,150A
296,8854,27.5,29.375,264.375,4,150A
297,8855,27.5,29.375,264.625,4,150A
298,8856,27.5,29.375,264.875,4,150A
299,8872,27.5,29.375,268.875,4,151
300,8873,27.5,29.375,269.125,4,151
301,8874,27.5,29.375,269.375,4,151
302,8875,27.5,29.375,269.625,4,151
303,8876,27.5,29.375,269.875,4,151
304,8878,27.5,29.375,270.375,4,151
305,8879,27.5,29.375,270.625,4,151
306,8904,27.5,29.375,276.875,3,152A
307,8905,27.5,29.375,277.125,3,138
308,8906,27.5,29.375,277.375,3,152A
309,8907,27.5,29.375,277.625,3,154
310,8908,27.5,29.375,277.875,3,154
311,8909,27.5,29.375,278.125,3,154
312,8910,27.5,29.375,278.375,3,155
313,8911,27.5,29.375,278.625,3,155
314,8912,27.5,29.375,278.875,3,155
315,9055,27.5,29.625,255.625,3,42
316,9056,27.5,29.625,255.875,3,42
317,9057,27.5,29.625,256.125,3,42
318,9058,27.5,29.625,256.375,3,42
319,9059,27.5,29.625,256.625,3,42
320,9060,27.5,29.625,256.875,3,81
321,9061,27.5,29.625,257.125,3,81
322,9068,27.5,29.625,258.875,3,81
323,9069,27.5,29.625,259.125,3,81
324,9070,27.5,29.625,259.375,3,81
325,9071,27.5,29.625,259.625,3,81
326,9072,27.5,29.625,259.875,3,81
327,9073,27.5,29.625,260.125,3,81
328,9074,27.5,29.625,260.375,3,81
329,9075,27.5,29.625,260.625,3,81
330,9076,27.5,29.625,260.875,3,81
331,9077,27.5,29.625,261.125,3,81
332,9078,27.5,29.625,261.375,3,81
333,9079,27.5,29.625,261.625,4,86
334,9080,27.5,29.625,261.875,4,86
335,9081,27.5,29.625,262.125,4,87
336,9082,27.5,29.625,262.375,4,87
337,9083,27.5,29.625,262.625,4,86
338,9084,27.5,29.625,262.875,4,86
339,9085,27.5,29.625,263.125,4,86
340,9086,27.5,29.625,263.375,4,87
341,9087,27.5,29.625,263.625,4,150A
342,9088,27.5,29.625,263.875,4,150A
343,9089,27.5,29.625,264.125,4,150A
344,9090,27.5,29.625,264.375,4,150A
345,9091,27.5,29.625,264.625,4,150A
346,9092,27.5,29.625,264.875,4,150A
347,9094,27.5,29.625,265.375,4,150B
348,9095,27.5,29.625,265.625,4,150B
349,9102,27.5,29.625,267.375,4,151
350,9103,27.5,29.625,267.625,4,151
351,9104,27.5,29.625,267.875,4,151
352,9105,27.5,29.625,268.125,4,151
353,9107,27.5,29.625,268.625,4,151
354,9108,27.5,29.625,268.875,4,151
355,9109,27.5,29.625,269.125,4,131
356,9110,27.5,29.625,269.375,4,131
357,9111,27.5,29.625,269.625,4,131
358,9112,27.5,29.625,269.875,4,151
359,9113,27.5,29.625,270.125,4,151
360,9139,27.5,29.625,276.625,3,152A
361,9140,27.5,29.625,276.875,3,152A
362,9141,27.5,29.625,277.125,3,138
363,9142,27.5,29.625,277.375,3,154
364,9143,27.5,29.625,277.625,3,154
365,9144,27.5,29.625,277.875,3,155
366,9145,27.5,29.625,278.125,3,154
367,9146,27.5,29.625,278.375,3,155
368,9147,27.5,29.625,278.625,3,155
369,9290,17.5,29.875,255.375,3,42
370,9291,27.5,29.875,255.625,3,42
371,9292,27.5,29.875,255.875,3,42
372,9293,27.5,29.875,256.125,3,42
373,9294,27.5,29.875,256.375,3,42
374,9295,27.5,29.875,256.625,3,42
375,9296,27.5,29.875,256.875,3,42
376,9297,27.5,29.875,257.125,3,81
377,9298,27.5,29.875,257.375,3,81
378,9299,27.5,29.875,257.625,3,81
379,9300,27.5,29.875,257.875,3,81
380,9301,27.5,29.875,258.125,3,81
381,9302,27.5,29.875,258.375,3,81
382,9303,27.5,29.875,258.625,3,81
383,9304,27.5,29.875,258.875,3,81
384,9305,27.5,29.875,259.125,3,81
385,9306,27.5,29.875,259.375,3,81
386,9307,27.5,29.875,259.625,3,81
387,9308,27.5,29.875,259.875,3,81
388,9309,27.5,29.875,260.125,3,81
389,9310,27.5,29.875,260.375,3,81
390,9311,27.5,29.875,260.625,3,81
391,9312,27.5,29.875,260.875,3,81
392,9313,27.5,29.875,261.125,3,81
393,9314,27.5,29.875,261.375,3,81
394,9315,27.5,29.875,261.625,3,81
395,9316,27.5,29.875,261.875,3,81
396,9317,27.5,29.875,262.125,4,86
397,9318,27.5,29.875,262.375,4,86
398,9319,27.5,29.875,262.625,4,87
399,9320,27.5,29.875,262.875,4,86
400,9321,27.5,29.875,263.125,4,86
401,9322,27.5,29.875,263.375,4,87
402,9323,27.5,29.875,263.625,4,87
403,9324,27.5,29.875,263.875,4,150A
404,9325,27.5,29.875,264.125,4,150A
405,9326,27.5,29.875,264.375,4,150A
406,9327,27.5,29.875,264.625,4,150A
407,9328,27.5,29.875,264.875,4,150A
408,9329,27.5,29.875,265.125,4,150A
409,9330,27.5,29.875,265.375,4,150A
410,9331,27.5,29.875,265.625,4,150A
411,9332,27.5,29.875,265.875,4,150A
412,9334,27.5,29.875,266.375,4,151
413,9335,27.5,29.875,266.625,4,151
414,9336,27.5,29.875,266.875,4,151
415,9337,27.5,29.875,267.125,4,151
416,9338,27.5,29.875,267.375,4,151
417,9339,27.5,29.875,267.625,4,150A
418,9340,27.5,29.875,267.875,4,150A
419,9341,27.5,29.875,268.125,4,151
420,9342,27.5,29.875,268.375,4,131
421,9343,27.5,29.875,268.625,4,131
422,9344,27.5,29.875,268.875,4,131
423,9345,27.5,29.875,269.125,4,131
424,9346,27.5,29.875,269.375,4,131
425,9347,27.5,29.875,269.625,4,151
426,9348,27.5,29.875,269.875,4,131
427,9349,27.5,29.875,270.125,4,151
428,9350,27.5,29.875,270.375,4,151
429,9368,27.5,29.875,274.875,4,152A
430,9369,27.5,29.875,275.125,4,152A
431,9370,27.5,29.875,275.375,4,152A
432,9374,27.5,29.875,276.375,3,152A
433,9375,27.5,29.875,276.625,3,152A
434,9376,27.5,29.875,276.875,3,152A
435,9377,27.5,29.875,277.125,3,138
436,9378,27.5,29.875,277.375,3,138
437,9379,27.5,29.875,277.625,3,153A
438,9380,27.5,29.875,277.875,3,153A
439,9381,27.5,29.875,278.125,3,153A
440,9382,27.5,29.875,278.375,3,155
441,9383,27.5,29.875,278.625,3,155
442,9526,17.5,30.125,255.375,3,42
443,9527,17.5,30.125,255.625,3,42
444,9528,27.5,30.125,255.875,3,42
445,9529,27.5,30.125,256.125,3,42
446,9530,27.5,30.125,256.375,3,42
447,9531,27.5,30.125,256.625,3,42
448,9532,27.5,30.125,256.875,3,42
449,9533,27.5,30.125,257.125,3,81
450,9534,27.5,30.125,257.375,3,81
451,9535,27.5,30.125,257.625,3,81
452,9536,27.5,30.125,257.875,3,81
453,9537,27.5,30.125,258.125,3,81
454,9538,27.5,30.125,258.375,3,81
455,9539,27.5,30.125,258.625,3,81
456,9540,27.5,30.125,258.875,3,81
457,9541,27.5,30.125,259.125,3,81
458,9542,27.5,30.125,259.375,3,81
459,9543,27.5,30.125,259.625,3,81
460,9544,27.5,30.125,259.875,3,81
461,9545,27.5,30.125,260.125,3,81
462,9546,27.5,30.125,260.375,3,81
463,9547,27.5,30.125,260.625,3,81
464,9548,27.5,30.125,260.875,3,81
465,9549,27.5,30.125,261.125,3,81
466,9550,27.5,30.125,261.375,3,81
467,9551,27.5,30.125,261.625,3,81
468,9552,27.5,30.125,261.875,3,81
469,9553,27.5,30.125,262.125,4,86
470,9554,27.5,30.125,262.375,4,86
471,9555,27.5,30.125,262.625,4,87
472,9556,27.5,30.125,262.875,4,86
473,9557,27.5,30.125,263.125,4,87
474,9558,27.5,30.125,263.375,4,86
475,9559,27.5,30.125,263.625,4,86
476,9560,27.5,30.125,263.875,4,86
477,9561,27.5,30.125,264.125,4,150A
478,9562,27.5,30.125,264.375,4,150A
479,9563,27.5,30.125,264.625,4,152B
480,9564,27.5,30.125,264.875,4,152B
481,9565,27.5,30.125,265.125,4,152B
482,9566,27.5,30.125,265.375,4,150A
483,9567,27.5,30.125,265.625,4,152B
484,9568,27.5,30.125,265.875,4,150A
485,9569,27.5,30.125,266.125,4,150A
486,9570,27.5,30.125,266.375,4,150A
487,9571,27.5,30.125,266.625,4,150A
488,9572,27.5,30.125,266.875,4,150A
489,9573,27.5,30.125,267.125,4,150A
490,9574,27.5,30.125,267.375,4,150A
491,9575,27.5,30.125,267.625,4,150A
492,9576,27.5,30.125,267.875,4,134
493,9577,27.5,30.125,268.125,4,131
494,9578,27.5,30.125,268.375,4,131
495,9579,27.5,30.125,268.625,4,131
496,9580,27.5,30.125,268.875,4,131
497,9581,27.5,30.125,269.125,4,131
498,9582,27.5,30.125,269.375,4,131
499,9585,27.5,30.125,270.125,4,151
500,9603,27.5,30.125,274.625,4,152A
501,9604,27.5,30.125,274.875,4,152A
502,9605,27.5,30.125,275.125,4,152A
503,9606,27.5,30.125,275.375,4,152A
504,9607,27.5,30.125,275.625,3,152A
505,9608,27.5,30.125,275.875,3,152A
506,9609,27.5,30.125,276.125,3,152A
507,9610,27.5,30.125,276.375,3,152A
508,9611,27.5,30.125,276.625,3,152A
509,9612,27.5,30.125,276.875,3,138
510,9613,27.5,30.125,277.125,3,138
511,9614,27.5,30.125,277.375,3,138
512,9615,27.5,30.125,277.625,3,153A
513,9616,27.5,30.125,277.875,3,153A
514,9617,27.5,30.125,278.125,3,153A
515,9618,27.5,30.125,278.375,3,153A
516,9762,17.5,30.375,255.375,3,42
517,9763,17.5,30.375,255.625,3,42
518,9764,27.5,30.375,255.875,3,42
519,9765,27.5,30.375,256.125,3,42
520,9766,27.5,30.375,256.375,3,42
521,9767,27.5,30.375,256.625,3,42
522,9768,27.5,30.375,256.875,3,81
523,9769,27.5,30.375,257.125,3,81
524,9770,27.5,30.375,257.375,3,81
525,9771,27.5,30.375,257.625,3,81
526,9772,27.5,30.375,257.875,3,81
527,9773,27.5,30.375,258.125,3,81
528,9774,27.5,30.375,258.375,3,81
529,9775,27.5,30.375,258.625,3,81
530,9776,27.5,30.375,258.875,3,81
531,9777,27.5,30.375,259.125,3,81
532,9778,27.5,30.375,259.375,3,81
533,9779,27.5,30.375,259.625,3,81
534,9780,27.5,30.375,259.875,3,81
535,9781,27.5,30.375,260.125,3,81
536,9782,27.5,30.375,260.375,3,81
537,9783,27.5,30.375,260.625,3,81
538,9784,27.5,30.375,260.875,3,81
539,9785,27.5,30.375,261.125,3,81
540,9786,27.5,30.375,261.375,3,82
541,9787,27.5,30.375,261.625,3,81
542,9788,27.5,30.375,261.875,3,81
543,9789,27.5,30.375,262.125,3,81
544,9790,27.5,30.375,262.375,4,86
545,9791,27.5,30.375,262.625,4,86
546,9792,27.5,30.375,262.875,4,87
547,9793,27.5,30.375,263.125,4,86
548,9794,27.5,30.375,263.375,4,87
549,9795,27.5,30.375,263.625,4,87
550,9796,27.5,30.375,263.875,4,86
551,9797,27.5,30.375,264.125,4,133B
552,9798,27.5,30.375,264.375,4,133B
553,9799,27.5,30.375,264.625,4,133B
554,9800,27.5,30.375,264.875,4,152B
555,9801,27.5,30.375,265.125,4,152B
556,9802,27.5,30.375,265.375,4,152B
557,9803,27.5,30.375,265.625,4,152B
558,9804,27.5,30.375,265.875,4,152B
559,9805,27.5,30.375,266.125,4,152B
560,9806,27.5,30.375,266.375,4,152B
561,9807,27.5,30.375,266.625,4,152B
562,9808,27.5,30.375,266.875,4,152B
563,9809,27.5,30.375,267.125,4,150A
564,9810,27.5,30.375,267.375,4,150A
565,9811,27.5,30.375,267.625,4,150A
566,9812,27.5,30.375,267.875,4,134
567,9813,27.5,30.375,268.125,4,131
568,9814,27.5,30.375,268.375,4,131
569,9815,27.5,30.375,268.625,4,131
570,9816,27.5,30.375,268.875,4,131
571,9817,27.5,30.375,269.125,4,134
572,9818,27.5,30.375,269.375,4,134
573,9819,27.5,30.375,269.625,4,131
574,9820,27.5,30.375,269.875,4,151
575,9821,27.5,30.375,270.125,4,152A
576,9822,27.5,30.375,270.375,4,152A
577,9823,27.5,30.375,270.625,4,152A
578,9824,27.5,30.375,270.875,4,152A
579,9826,27.5,30.375,271.375,4,152A
580,9828,27.5,30.375,271.875,4,152A
581,9830,27.5,30.375,272.375,4,152A
582,9831,27.5,30.375,272.625,4,152A
583,9832,27.5,30.375,272.875,4,152A
584,9836,27.5,30.375,273.875,4,152A
585,9837,27.5,30.375,274.125,4,152A
586,9838,27.5,30.375,274.375,4,133A
587,9839,27.5,30.375,274.625,4,152A
588,9840,27.5,30.375,274.875,4,133A
589,9841,27.5,30.375,275.125,4,152A
590,9842,27.5,30.375,275.375,4,152A
591,9843,27.5,30.375,275.625,3,133A
592,9844,27.5,30.375,275.875,3,133A
593,9845,27.5,30.375,276.125,3,133A
594,9846,27.5,30.375,276.375,3,133A
595,9847,27.5,30.375,276.625,3,152A
596,9848,27.5,30.375,276.875,3,138
597,9849,27.5,30.375,277.125,3,138
598,9850,27.5,30.375,277.375,3,153A
599,9851,27.5,30.375,277.625,3,153A
600,9852,27.5,30.375,277.875,3,153A
601,9853,27.5,30.375,278.125,4,153A
602,9854,27.5,30.375,278.375,4,153A
603,9997,17.5,30.625,255.125,3,42
604,9998,17.5,30.625,255.375,3,42
605,9999,17.5,30.625,255.625,3,42
606,10000,17.5,30.625,255.875,3,42
607,10001,27.5,30.625,256.125,3,42
608,10002,27.5,30.625,256.375,3,42
609,10003,27.5,30.625,256.625,3,42
610,10004,27.5,30.625,256.875,3,42
611,10005,27.5,30.625,257.125,3,42
612,10006,27.5,30.625,257.375,3,81
613,10007,27.5,30.625,257.625,3,81
614,10008,27.5,30.625,257.875,3,81
615,10009,27.5,30.625,258.125,3,81
616,10010,27.5,30.625,258.375,3,81
617,10011,27.5,30.625,258.625,3,81
618,10012,27.5,30.625,258.875,3,81
619,10013,27.5,30.625,259.125,3,81
620,10014,27.5,30.625,259.375,3,81
621,10015,27.5,30.625,259.625,3,81
622,10016,27.5,30.625,259.875,3,81
623,10017,27.5,30.625,260.125,3,81
624,10018,27.5,30.625,260.375,3,81
625,10019,27.5,30.625,260.625,3,82
626,10020,27.5,30.625,260.875,3,82
627,10021,27.5,30.625,261.125,3,82
628,10022,27.5,30.625,261.375,3,82
629,10023,27.5,30.625,261.625,3,82
630,10024,27.5,30.625,261.875,3,81
631,10025,27.5,30.625,262.125,3,85
632,10026,27.5,30.625,262.375,4,86
633,10027,27.5,30.625,262.625,4,86
634,10028,27.5,30.625,262.875,4,86
635,10029,27.5,30.625,263.125,4,87
636,10030,27.5,30.625,263.375,4,86
637,10031,27.5,30.625,263.625,4,87
638,10032,27.5,30.625,263.875,4,87
639,10033,27.5,30.625,264.125,4,133B
640,10034,27.5,30.625,264.375,4,133B
641,10035,27.5,30.625,264.625,4,133B
642,10036,27.5,30.625,264.875,4,133B
643,10037,27.5,30.625,265.125,4,133B
644,10038,27.5,30.625,265.375,4,133B
645,10039,27.5,30.625,265.625,4,152B
646,10040,27.5,30.625,265.875,4,152B
647,10041,27.5,30.625,266.125,4,152B
648,10042,27.5,30.625,266.375,4,152B
649,10043,27.5,30.625,266.625,4,152B
