weather_grid (Trip)	stationID (Meridith)	lat	lon
2504	13140	33.875	-86.125
2608	13311	34.125	-102.375
2659	13362	34.125	-89.625
2086	12570	33.375	-110.625
2203	12687	33.375	-81.375
1762	12084	32.875	-114.125
2607	13310	34.125	-102.625
2660	13363	34.125	-89.375
2252	12814	33.625	-108.625
2353	12915	33.625	-83.375
2424	13060	33.875	-106.125
2505	13141	33.875	-85.875
2606	13309	34.125	-102.875
2661	13364	34.125	-89.125
1921	12326	33.125	-112.625
2054	12459	33.125	-79.375
2085	12569	33.375	-110.875
2204	12688	33.375	-81.125
2423	13059	33.875	-106.375
2506	13142	33.875	-85.625
2251	12813	33.625	-108.875
2354	12916	33.625	-83.125
2605	13308	34.125	-103.125
2662	13365	34.125	-88.875
1761	12083	32.875	-114.375
2604	13307	34.125	-103.375
2663	13366	34.125	-88.625
2422	13058	33.875	-106.625
2507	13143	33.875	-85.375
1920	12325	33.125	-112.875
2055	12460	33.125	-79.125
2084	12568	33.375	-111.125
2205	12689	33.375	-80.875
2250	12812	33.625	-109.125
2355	12917	33.625	-82.875
2804	13572	34.375	-96.125
2805	13573	34.375	-95.875
2603	13306	34.125	-103.625
2664	13367	34.125	-88.375
2803	13571	34.375	-96.375
2806	13574	34.375	-95.625
2802	13570	34.375	-96.625
2807	13575	34.375	-95.375
2801	13569	34.375	-96.875
2808	13576	34.375	-95.125
2800	13568	34.375	-97.125
2809	13577	34.375	-94.875
2799	13567	34.375	-97.375
2810	13578	34.375	-94.625
2421	13057	33.875	-106.875
2508	13144	33.875	-85.125
2798	13566	34.375	-97.625
2811	13579	34.375	-94.375
1760	12082	32.875	-114.625
2797	13565	34.375	-97.875
2812	13580	34.375	-94.125
2602	13305	34.125	-103.875
2665	13368	34.125	-88.125
2796	13564	34.375	-98.125
2813	13581	34.375	-93.875
1606	11840	32.625	-116.125
2795	13563	34.375	-98.375
2814	13582	34.375	-93.625
2249	12811	33.625	-109.375
2356	12918	33.625	-82.625
2083	12567	33.375	-111.375
2206	12690	33.375	-80.625
1919	12324	33.125	-113.125
2794	13562	34.375	-98.625
2815	13583	34.375	-93.375
2601	13304	34.125	-104.125
2666	13369	34.125	-87.875
2420	13056	33.875	-107.125
2509	13145	33.875	-84.875
2793	13561	34.375	-98.875
2816	13584	34.375	-93.125
2792	13560	34.375	-99.125
2817	13585	34.375	-92.875
2791	13559	34.375	-99.375
2818	13586	34.375	-92.625
2600	13303	34.125	-104.375
2667	13370	34.125	-87.625
2248	12810	33.625	-109.625
2357	12919	33.625	-82.375
1759	12081	32.875	-114.875
2790	13558	34.375	-99.625
2819	13587	34.375	-92.375
2419	13055	33.875	-107.375
2510	13146	33.875	-84.625
2082	12566	33.375	-111.625
2207	12691	33.375	-80.375
2789	13557	34.375	-99.875
2820	13588	34.375	-92.125
1918	12323	33.125	-113.375
1605	11839	32.625	-116.375
2599	13302	34.125	-104.625
2668	13371	34.125	-87.375
2788	13556	34.375	-100.125
2821	13589	34.375	-91.875
2787	13555	34.375	-100.375
2822	13590	34.375	-91.625
2418	13054	33.875	-107.625
2511	13147	33.875	-84.375
2247	12809	33.625	-109.875
2358	12920	33.625	-82.125
2598	13301	34.125	-104.875
2669	13372	34.125	-87.125
2786	13554	34.375	-100.625
2823	13591	34.375	-91.375
2081	12565	33.375	-111.875
2208	12692	33.375	-80.125
1758	12080	32.875	-115.125
2785	13553	34.375	-100.875
2824	13592	34.375	-91.125
1917	12322	33.125	-113.625
2597	13300	34.125	-105.125
2670	13373	34.125	-86.875
2417	13053	33.875	-107.875
2512	13148	33.875	-84.125
1604	11838	32.625	-116.625
2784	13552	34.375	-101.125
2825	13593	34.375	-90.875
2246	12808	33.625	-110.125
2359	12921	33.625	-81.875
2783	13551	34.375	-101.375
2826	13594	34.375	-90.625
2596	13299	34.125	-105.375
2671	13374	34.125	-86.625
2080	12564	33.375	-112.125
2209	12693	33.375	-79.875
2416	13052	33.875	-108.125
2513	13149	33.875	-83.875
2782	13550	34.375	-101.625
2827	13595	34.375	-90.375
1757	12079	32.875	-115.375
1916	12321	33.125	-113.875
2245	12807	33.625	-110.375
2360	12922	33.625	-81.625
2781	13549	34.375	-101.875
2828	13596	34.375	-90.125
2595	13298	34.125	-105.625
2672	13375	34.125	-86.375
1603	11837	32.625	-116.875
2780	13548	34.375	-102.125
2829	13597	34.375	-89.875
2415	13051	33.875	-108.375
2514	13150	33.875	-83.625
2079	12563	33.375	-112.375
2210	12694	33.375	-79.625
2594	13297	34.125	-105.875
2673	13376	34.125	-86.125
2779	13547	34.375	-102.375
2830	13598	34.375	-89.625
2244	12806	33.625	-110.625
2361	12923	33.625	-81.375
1915	12320	33.125	-114.125
1756	12078	32.875	-115.625
2414	13050	33.875	-108.625
2515	13151	33.875	-83.375
2778	13546	34.375	-102.625
2831	13599	34.375	-89.375
2593	13296	34.125	-106.125
2674	13377	34.125	-85.875
2078	12562	33.375	-112.625
2211	12695	33.375	-79.375
2777	13545	34.375	-102.875
2832	13600	34.375	-89.125
1602	11836	32.625	-117.125
2243	12805	33.625	-110.875
2362	12924	33.625	-81.125
2592	13295	34.125	-106.375
2675	13378	34.125	-85.625
2413	13049	33.875	-108.875
2516	13152	33.875	-83.125
2776	13544	34.375	-103.125
2833	13601	34.375	-88.875
1914	12319	33.125	-114.375
1755	12077	32.875	-115.875
2775	13543	34.375	-103.375
2834	13602	34.375	-88.625
2591	13294	34.125	-106.625
2676	13379	34.125	-85.375
2077	12561	33.375	-112.875
2212	12696	33.375	-79.125
2242	12804	33.625	-111.125
2363	12925	33.625	-80.875
2412	13048	33.875	-109.125
2517	13153	33.875	-82.875
2774	13542	34.375	-103.625
2835	13603	34.375	-88.375
2977	13808	34.625	-96.125
2978	13809	34.625	-95.875
2976	13807	34.625	-96.375
2979	13810	34.625	-95.625
2975	13806	34.625	-96.625
2980	13811	34.625	-95.375
2974	13805	34.625	-96.875
2981	13812	34.625	-95.125
2973	13804	34.625	-97.125
2982	13813	34.625	-94.875
2972	13803	34.625	-97.375
2983	13814	34.625	-94.625
2590	13293	34.125	-106.875
2677	13380	34.125	-85.125
1913	12318	33.125	-114.625
2971	13802	34.625	-97.625
2984	13815	34.625	-94.375
2970	13801	34.625	-97.875
2985	13816	34.625	-94.125
2773	13541	34.375	-103.875
2836	13604	34.375	-88.125
1754	12076	32.875	-116.125
2969	13800	34.625	-98.125
2986	13817	34.625	-93.875
2411	13047	33.875	-109.375
2518	13154	33.875	-82.625
2076	12560	33.375	-113.125
2241	12803	33.625	-111.375
2364	12926	33.625	-80.625
2968	13799	34.625	-98.375
2987	13818	34.625	-93.625
2967	13798	34.625	-98.625
2988	13819	34.625	-93.375
2589	13292	34.125	-107.125
2678	13381	34.125	-84.875
2772	13540	34.375	-104.125
2837	13605	34.375	-87.875
2966	13797	34.625	-98.875
2989	13820	34.625	-93.125
2965	13796	34.625	-99.125
2990	13821	34.625	-92.875
2964	13795	34.625	-99.375
2991	13822	34.625	-92.625
1912	12317	33.125	-114.875
2771	13539	34.375	-104.375
2838	13606	34.375	-87.625
2410	13046	33.875	-109.625
2519	13155	33.875	-82.375
2963	13794	34.625	-99.625
2992	13823	34.625	-92.375
2240	12802	33.625	-111.625
2365	12927	33.625	-80.375
2588	13291	34.125	-107.375
2679	13382	34.125	-84.625
2075	12559	33.375	-113.375
1753	12075	32.875	-116.375
2962	13793	34.625	-99.875
2993	13824	34.625	-92.125
2770	13538	34.375	-104.625
2839	13607	34.375	-87.375
2961	13792	34.625	-100.125
2994	13825	34.625	-91.875
2409	13045	33.875	-109.875
2520	13156	33.875	-82.125
2587	13290	34.125	-107.625
2680	13383	34.125	-84.375
2960	13791	34.625	-100.375
2995	13826	34.625	-91.625
2769	13537	34.375	-104.875
2840	13608	34.375	-87.125
2239	12801	33.625	-111.875
2366	12928	33.625	-80.125
1911	12316	33.125	-115.125
2959	13790	34.625	-100.625
2996	13827	34.625	-91.375
2074	12558	33.375	-113.625
2958	13789	34.625	-100.875
2997	13828	34.625	-91.125
1752	12074	32.875	-116.625
2586	13289	34.125	-107.875
2681	13384	34.125	-84.125
2768	13536	34.375	-105.125
2841	13609	34.375	-86.875
2408	13044	33.875	-110.125
2521	13157	33.875	-81.875
2957	13788	34.625	-101.125
2998	13829	34.625	-90.875
2956	13787	34.625	-101.375
2999	13830	34.625	-90.625
2238	12800	33.625	-112.125
2367	12929	33.625	-79.875
2767	13535	34.375	-105.375
2842	13610	34.375	-86.625
2585	13288	34.125	-108.125
2682	13385	34.125	-83.875
1910	12315	33.125	-115.375
2955	13786	34.625	-101.625
3000	13831	34.625	-90.375
2073	12557	33.375	-113.875
2407	13043	33.875	-110.375
2522	13158	33.875	-81.625
2766	13534	34.375	-105.625
2843	13611	34.375	-86.375
2954	13785	34.625	-101.875
3001	13832	34.625	-90.125
1751	12073	32.875	-116.875
2584	13287	34.125	-108.375
2683	13386	34.125	-83.625
2237	12799	33.625	-112.375
2368	12930	33.625	-79.625
2953	13784	34.625	-102.125
3002	13833	34.625	-89.875
2765	13533	34.375	-105.875
2844	13612	34.375	-86.125
2406	13042	33.875	-110.625
2523	13159	33.875	-81.375
2952	13783	34.625	-102.375
3003	13834	34.625	-89.625
2072	12556	33.375	-114.125
1909	12314	33.125	-115.625
2583	13286	34.125	-108.625
2684	13387	34.125	-83.375
2951	13782	34.625	-102.625
3004	13835	34.625	-89.375
2764	13532	34.375	-106.125
2845	13613	34.375	-85.875
2236	12798	33.625	-112.625
2369	12931	33.625	-79.375
1750	12072	32.875	-117.125
2950	13781	34.625	-102.875
3005	13836	34.625	-89.125
2405	13041	33.875	-110.875
2524	13160	33.875	-81.125
2763	13531	34.375	-106.375
2846	13614	34.375	-85.625
2582	13285	34.125	-108.875
2685	13388	34.125	-83.125
2071	12555	33.375	-114.375
2949	13780	34.625	-103.125
3006	13837	34.625	-88.875
1908	12313	33.125	-115.875
2235	12797	33.625	-112.875
2370	12932	33.625	-79.125
2948	13779	34.625	-103.375
3007	13838	34.625	-88.625
2762	13530	34.375	-106.625
2847	13615	34.375	-85.375
2404	13040	33.875	-111.125
2525	13161	33.875	-80.875
2581	13284	34.125	-109.125
2686	13389	34.125	-82.875
1749	12071	32.875	-117.375
2947	13778	34.625	-103.625
3008	13839	34.625	-88.375
3154	14044	34.875	-96.125
3155	14045	34.875	-95.875
3153	14043	34.875	-96.375
3156	14046	34.875	-95.625
3152	14042	34.875	-96.625
3157	14047	34.875	-95.375
3151	14041	34.875	-96.875
3158	14048	34.875	-95.125
2070	12554	33.375	-114.625
3150	14040	34.875	-97.125
3159	14049	34.875	-94.875
2761	13529	34.375	-106.875
2848	13616	34.375	-85.125
3149	14039	34.875	-97.375
3160	14050	34.875	-94.625
3148	14038	34.875	-97.625
3161	14051	34.875	-94.375
1907	12312	33.125	-116.125
3147	14037	34.875	-97.875
3162	14052	34.875	-94.125
2946	13777	34.625	-103.875
3009	13840	34.625	-88.125
2234	12796	33.625	-113.125
2371	12933	33.625	-78.875
2580	13283	34.125	-109.375
2687	13390	34.125	-82.625
3146	14036	34.875	-98.125
3163	14053	34.875	-93.875
2403	13039	33.875	-111.375
2526	13162	33.875	-80.625
3145	14035	34.875	-98.375
3164	14054	34.875	-93.625
3144	14034	34.875	-98.625
3165	14055	34.875	-93.375
2760	13528	34.375	-107.125
2849	13617	34.375	-84.875
2945	13776	34.625	-104.125
3010	13841	34.625	-87.875
3143	14033	34.875	-98.875
3166	14056	34.875	-93.125
3142	14032	34.875	-99.125
3167	14057	34.875	-92.875
2069	12553	33.375	-114.875
2579	13282	34.125	-109.625
2688	13391	34.125	-82.375
3141	14031	34.875	-99.375
3168	14058	34.875	-92.625
2944	13775	34.625	-104.375
3011	13842	34.625	-87.625
2402	13038	33.875	-111.625
2527	13163	33.875	-80.375
2759	13527	34.375	-107.375
2850	13618	34.375	-84.625
1906	12311	33.125	-116.375
2233	12795	33.625	-113.375
3140	14030	34.875	-99.625
3169	14059	34.875	-92.375
3139	14029	34.875	-99.875
3170	14060	34.875	-92.125
2943	13774	34.625	-104.625
3012	13843	34.625	-87.375
3138	14028	34.875	-100.125
3171	14061	34.875	-91.875
2578	13281	34.125	-109.875
2689	13392	34.125	-82.125
2758	13526	34.375	-107.625
2851	13619	34.375	-84.375
3137	14027	34.875	-100.375
3172	14062	34.875	-91.625
2068	12552	33.375	-115.125
2401	13037	33.875	-111.875
2528	13164	33.875	-80.125
2942	13773	34.625	-104.875
3013	13844	34.625	-87.125
3136	14026	34.875	-100.625
3173	14063	34.875	-91.375
2232	12794	33.625	-113.625
1905	12310	33.125	-116.625
3135	14025	34.875	-100.875
3174	14064	34.875	-91.125
2757	13525	34.375	-107.875
2852	13620	34.375	-84.125
2941	13772	34.625	-105.125
3014	13845	34.625	-86.875
2577	13280	34.125	-110.125
2690	13393	34.125	-81.875
3134	14024	34.875	-101.125
3175	14065	34.875	-90.875
2400	13036	33.875	-112.125
2529	13165	33.875	-79.875
3133	14023	34.875	-101.375
3176	14066	34.875	-90.625
2940	13771	34.625	-105.375
3015	13846	34.625	-86.625
2067	12551	33.375	-115.375
2756	13524	34.375	-108.125
2853	13621	34.375	-83.875
2231	12793	33.625	-113.875
3132	14022	34.875	-101.625
3177	14067	34.875	-90.375
2576	13279	34.125	-110.375
2691	13394	34.125	-81.625
1904	12309	33.125	-116.875
2939	13770	34.625	-105.625
3016	13847	34.625	-86.375
3131	14021	34.875	-101.875
3178	14068	34.875	-90.125
2399	13035	33.875	-112.375
2530	13166	33.875	-79.625
2755	13523	34.375	-108.375
2854	13622	34.375	-83.625
3130	14020	34.875	-102.125
3179	14069	34.875	-89.875
2938	13769	34.625	-105.875
3017	13848	34.625	-86.125
2575	13278	34.125	-110.625
2692	13395	34.125	-81.375
2066	12550	33.375	-115.625
2230	12792	33.625	-114.125
3129	14019	34.875	-102.375
3180	14070	34.875	-89.625
1748	12067	32.875	-118.375
2754	13522	34.375	-108.625
2855	13623	34.375	-83.375
3128	14018	34.875	-102.625
3181	14071	34.875	-89.375
2937	13768	34.625	-106.125
3018	13849	34.625	-85.875
1903	12308	33.125	-117.125
2398	13034	33.875	-112.625
2531	13167	33.875	-79.375
2574	13277	34.125	-110.875
2693	13396	34.125	-81.125
3127	14017	34.875	-102.875
3182	14072	34.875	-89.125
2229	12791	33.625	-114.375
2936	13767	34.625	-106.375
3019	13850	34.625	-85.625
2753	13521	34.375	-108.875
2856	13624	34.375	-83.125
2065	12549	33.375	-115.875
3126	14016	34.875	-103.125
3183	14073	34.875	-88.875
2397	13033	33.875	-112.875
2532	13168	33.875	-79.125
1747	12066	32.875	-118.625
3125	14015	34.875	-103.375
3184	14074	34.875	-88.625
2935	13766	34.625	-106.625
3020	13851	34.625	-85.375
2573	13276	34.125	-111.125
2694	13397	34.125	-80.875
1902	12307	33.125	-117.375
2752	13520	34.375	-109.125
2857	13625	34.375	-82.875
3124	14014	34.875	-103.625
3185	14075	34.875	-88.375
2228	12790	33.625	-114.625
3333	14280	35.125	-96.125
3334	14281	35.125	-95.875
3332	14279	35.125	-96.375
3335	14282	35.125	-95.625
3331	14278	35.125	-96.625
3336	14283	35.125	-95.375
3330	14277	35.125	-96.875
3337	14284	35.125	-95.125
2064	12548	33.375	-116.125
2934	13765	34.625	-106.875
3021	13852	34.625	-85.125
3329	14276	35.125	-97.125
3338	14285	35.125	-94.875
3328	14275	35.125	-97.375
3339	14286	35.125	-94.625
3327	14274	35.125	-97.625
3340	14287	35.125	-94.375
2396	13032	33.875	-113.125
2533	13169	33.875	-78.875
3123	14013	34.875	-103.875
3186	14076	34.875	-88.125
3326	14273	35.125	-97.875
3341	14288	35.125	-94.125
2572	13275	34.125	-111.375
2695	13398	34.125	-80.625
2751	13519	34.375	-109.375
2858	13626	34.375	-82.625
3325	14272	35.125	-98.125
3342	14289	35.125	-93.875
3324	14271	35.125	-98.375
3343	14290	35.125	-93.625
2933	13764	34.625	-107.125
3022	13853	34.625	-84.875
3323	14270	35.125	-98.625
3344	14291	35.125	-93.375
3122	14012	34.875	-104.125
3187	14077	34.875	-87.875
3322	14269	35.125	-98.875
3345	14292	35.125	-93.125
2227	12789	33.625	-114.875
3321	14268	35.125	-99.125
3346	14293	35.125	-92.875
2750	13518	34.375	-109.625
2859	13627	34.375	-82.375
3320	14267	35.125	-99.375
3347	14294	35.125	-92.625
3121	14011	34.875	-104.375
3188	14078	34.875	-87.625
2063	12547	33.375	-116.375
2571	13274	34.125	-111.625
2696	13399	34.125	-80.375
2395	13031	33.875	-113.375
2534	13170	33.875	-78.625
2932	13763	34.625	-107.375
3023	13854	34.625	-84.625
3319	14266	35.125	-99.625
3348	14295	35.125	-92.375
3318	14265	35.125	-99.875
3349	14296	35.125	-92.125
3120	14010	34.875	-104.625
3189	14079	34.875	-87.375
3317	14264	35.125	-100.125
3350	14297	35.125	-91.875
2749	13517	34.375	-109.875
2860	13628	34.375	-82.125
2931	13762	34.625	-107.625
3024	13855	34.625	-84.375
2226	12788	33.625	-115.125
3316	14263	35.125	-100.375
3351	14298	35.125	-91.625
2570	13273	34.125	-111.875
2697	13400	34.125	-80.125
3119	14009	34.875	-104.875
3190	14080	34.875	-87.125
2394	13030	33.875	-113.625
2535	13171	33.875	-78.375
3315	14262	35.125	-100.625
3352	14299	35.125	-91.375
2062	12546	33.375	-116.625
3314	14261	35.125	-100.875
3353	14300	35.125	-91.125
2930	13761	34.625	-107.875
3025	13856	34.625	-84.125
3118	14008	34.875	-105.125
3191	14081	34.875	-86.875
2748	13516	34.375	-110.125
2861	13629	34.375	-81.875
3313	14260	35.125	-101.125
3354	14301	35.125	-90.875
2569	13272	34.125	-112.125
2698	13401	34.125	-79.875
2225	12787	33.625	-115.375
3312	14259	35.125	-101.375
3355	14302	35.125	-90.625
3117	14007	34.875	-105.375
3192	14082	34.875	-86.625
2393	13029	33.875	-113.875
2536	13172	33.875	-78.125
2929	13760	34.625	-108.125
3026	13857	34.625	-83.875
3311	14258	35.125	-101.625
3356	14303	35.125	-90.375
2747	13515	34.375	-110.375
2862	13630	34.375	-81.625
2061	12545	33.375	-116.875
3116	14006	34.875	-105.625
3193	14083	34.875	-86.375
3310	14257	35.125	-101.875
3357	14304	35.125	-90.125
2568	13271	34.125	-112.375
2699	13402	34.125	-79.625
2928	13759	34.625	-108.375
3027	13858	34.625	-83.625
3309	14256	35.125	-102.125
3358	14305	35.125	-89.875
2224	12786	33.625	-115.625
2392	13028	33.875	-114.125
2537	13173	33.875	-77.875
3115	14005	34.875	-105.875
3194	14084	34.875	-86.125
2746	13514	34.375	-110.625
2863	13631	34.375	-81.375
3308	14255	35.125	-102.375
3359	14306	35.125	-89.625
2927	13758	34.625	-108.625
3028	13859	34.625	-83.375
2060	12544	33.375	-117.125
3307	14254	35.125	-102.625
3360	14307	35.125	-89.375
3114	14004	34.875	-106.125
3195	14085	34.875	-85.875
2567	13270	34.125	-112.625
2700	13403	34.125	-79.375
2745	13513	34.375	-110.875
2864	13632	34.375	-81.125
3306	14253	35.125	-102.875
3361	14308	35.125	-89.125
2391	13027	33.875	-114.375
2223	12785	33.625	-115.875
2926	13757	34.625	-108.875
3029	13860	34.625	-83.125
3113	14003	34.875	-106.375
3196	14086	34.875	-85.625
3305	14252	35.125	-103.125
3362	14309	35.125	-88.875
2566	13269	34.125	-112.875
2701	13404	34.125	-79.125
1901	12302	33.125	-118.625
2059	12543	33.375	-117.375
2744	13512	34.375	-111.125
2865	13633	34.375	-80.875
3112	14002	34.875	-106.625
3197	14087	34.875	-85.375
3304	14251	35.125	-103.375
3363	14310	35.125	-88.625
2925	13756	34.625	-109.125
3030	13861	34.625	-82.875
2390	13026	33.875	-114.625
3303	14250	35.125	-103.625
3364	14311	35.125	-88.375
2222	12784	33.625	-116.125
3513	14516	35.375	-96.125
3514	14517	35.375	-95.875
3512	14515	35.375	-96.375
3515	14518	35.375	-95.625
3511	14514	35.375	-96.625
3516	14519	35.375	-95.375
3510	14513	35.375	-96.875
3517	14520	35.375	-95.125
3111	14001	34.875	-106.875
3198	14088	34.875	-85.125
3509	14512	35.375	-97.125
3518	14521	35.375	-94.875
3508	14511	35.375	-97.375
3519	14522	35.375	-94.625
2565	13268	34.125	-113.125
2702	13405	34.125	-78.875
3507	14510	35.375	-97.625
3520	14523	35.375	-94.375
2743	13511	34.375	-111.375
2866	13634	34.375	-80.625
3302	14249	35.125	-103.875
3365	14312	35.125	-88.125
2924	13755	34.625	-109.375
3031	13862	34.625	-82.625
3506	14509	35.375	-97.875
3521	14524	35.375	-94.125
3505	14508	35.375	-98.125
3522	14525	35.375	-93.875
3504	14507	35.375	-98.375
3523	14526	35.375	-93.625
2058	12542	33.375	-117.625
3110	14000	34.875	-107.125
3199	14089	34.875	-84.875
3503	14506	35.375	-98.625
3524	14527	35.375	-93.375
3301	14248	35.125	-104.125
3366	14313	35.125	-87.875
2389	13025	33.875	-114.875
3502	14505	35.375	-98.875
3525	14528	35.375	-93.125
3501	14504	35.375	-99.125
3526	14529	35.375	-92.875
2923	13754	34.625	-109.625
3032	13863	34.625	-82.375
2221	12783	33.625	-116.375
2742	13510	34.375	-111.625
2867	13635	34.375	-80.375
2564	13267	34.125	-113.375
2703	13406	34.125	-78.625
3300	14247	35.125	-104.375
3367	14314	35.125	-87.625
3500	14503	35.375	-99.375
3527	14530	35.375	-92.625
3109	13999	34.875	-107.375
3200	14090	34.875	-84.625
3499	14502	35.375	-99.625
3528	14531	35.375	-92.375
3498	14501	35.375	-99.875
3529	14532	35.375	-92.125
3299	14246	35.125	-104.625
3368	14315	35.125	-87.375
2922	13753	34.625	-109.875
3033	13864	34.625	-82.125
3497	14500	35.375	-100.125
3530	14533	35.375	-91.875
2388	13024	33.875	-115.125
3108	13998	34.875	-107.625
3201	14091	34.875	-84.375
2741	13509	34.375	-111.875
2868	13636	34.375	-80.125
3496	14499	35.375	-100.375
3531	14534	35.375	-91.625
2563	13266	34.125	-113.625
2704	13407	34.125	-78.375
3298	14245	35.125	-104.875
3369	14316	35.125	-87.125
2220	12782	33.625	-116.625
3495	14498	35.375	-100.625
3532	14535	35.375	-91.375
3107	13997	34.875	-107.875
3202	14092	34.875	-84.125
3494	14497	35.375	-100.875
3533	14536	35.375	-91.125
2921	13752	34.625	-110.125
3034	13865	34.625	-81.875
3297	14244	35.125	-105.125
3370	14317	35.125	-86.875
3493	14496	35.375	-101.125
3534	14537	35.375	-90.875
2740	13508	34.375	-112.125
2869	13637	34.375	-79.875
2387	13023	33.875	-115.375
2562	13265	34.125	-113.875
2705	13408	34.125	-78.125
3492	14495	35.375	-101.375
3535	14538	35.375	-90.625
3296	14243	35.125	-105.375
3371	14318	35.125	-86.625
3106	13996	34.875	-108.125
3203	14093	34.875	-83.875
2219	12781	33.625	-116.875
2920	13751	34.625	-110.375
3035	13866	34.625	-81.625
3491	14494	35.375	-101.625
3536	14539	35.375	-90.375
3295	14242	35.125	-105.625
3372	14319	35.125	-86.375
3490	14493	35.375	-101.875
3537	14540	35.375	-90.125
2739	13507	34.375	-112.375
2870	13638	34.375	-79.625
3105	13995	34.875	-108.375
3204	14094	34.875	-83.625
2386	13022	33.875	-115.625
3489	14492	35.375	-102.125
3538	14541	35.375	-89.875
2561	13264	34.125	-114.125
2706	13409	34.125	-77.875
2919	13750	34.625	-110.625
3036	13867	34.625	-81.375
3294	14241	35.125	-105.875
3373	14320	35.125	-86.125
2057	12539	33.375	-118.375
3488	14491	35.375	-102.375
3539	14542	35.375	-89.625
2218	12780	33.625	-117.125
3104	13994	34.875	-108.625
3205	14095	34.875	-83.375
2738	13506	34.375	-112.625
2871	13639	34.375	-79.375
3293	14240	35.125	-106.125
3374	14321	35.125	-85.875
3487	14490	35.375	-102.625
3540	14543	35.375	-89.375
2918	13749	34.625	-110.875
3037	13868	34.625	-81.125
2560	13263	34.125	-114.375
3486	14489	35.375	-102.875
3541	14544	35.375	-89.125
2385	13021	33.875	-115.875
3103	13993	34.875	-108.875
3206	14096	34.875	-83.125
3292	14239	35.125	-106.375
3375	14322	35.125	-85.625
3485	14488	35.375	-103.125
3542	14545	35.375	-88.875
2056	12538	33.375	-118.625
2737	13505	34.375	-112.875
2872	13640	34.375	-79.125
2217	12779	33.625	-117.375
2917	13748	34.625	-111.125
3038	13869	34.625	-80.875
3291	14238	35.125	-106.625
3376	14323	35.125	-85.375
3484	14487	35.375	-103.375
3543	14546	35.375	-88.625
3102	13992	34.875	-109.125
3207	14097	34.875	-82.875
2559	13262	34.125	-114.625
2384	13020	33.875	-116.125
3483	14486	35.375	-103.625
3544	14547	35.375	-88.375
3697	14752	35.625	-96.125
3698	14753	35.625	-95.875
3696	14751	35.625	-96.375
3699	14754	35.625	-95.625
3695	14750	35.625	-96.625
3700	14755	35.625	-95.375
3290	14237	35.125	-106.875
3377	14324	35.125	-85.125
3694	14749	35.625	-96.875
3701	14756	35.625	-95.125
2736	13504	34.375	-113.125
2873	13641	34.375	-78.875
3693	14748	35.625	-97.125
3702	14757	35.625	-94.875
3692	14747	35.625	-97.375
3703	14758	35.625	-94.625
2916	13747	34.625	-111.375
3039	13870	34.625	-80.625
3691	14746	35.625	-97.625
3704	14759	35.625	-94.375
3101	13991	34.875	-109.375
3208	14098	34.875	-82.625
3482	14485	35.375	-103.875
3545	14548	35.375	-88.125
3690	14745	35.625	-97.875
3705	14760	35.625	-94.125
2216	12778	33.625	-117.625
3689	14744	35.625	-98.125
3706	14761	35.625	-93.875
3688	14743	35.625	-98.375
3707	14762	35.625	-93.625
3289	14236	35.125	-107.125
3378	14325	35.125	-84.875
2558	13261	34.125	-114.875
3687	14742	35.625	-98.625
3708	14763	35.625	-93.375
3481	14484	35.375	-104.125
3546	14549	35.375	-87.875
3686	14741	35.625	-98.875
3709	14764	35.625	-93.125
2383	13019	33.875	-116.375
3100	13990	34.875	-109.625
3209	14099	34.875	-82.375
3685	14740	35.625	-99.125
3710	14765	35.625	-92.875
2915	13746	34.625	-111.625
3040	13871	34.625	-80.375
2735	13503	34.375	-113.375
2874	13642	34.375	-78.625
3480	14483	35.375	-104.375
3547	14550	35.375	-87.625
3684	14739	35.625	-99.375
3711	14766	35.625	-92.625
3288	14235	35.125	-107.375
3379	14326	35.125	-84.625
3683	14738	35.625	-99.625
3712	14767	35.625	-92.375
3682	14737	35.625	-99.875
3713	14768	35.625	-92.125
3479	14482	35.375	-104.625
3548	14551	35.375	-87.375
2215	12777	33.625	-117.875
3099	13989	34.875	-109.875
3210	14100	34.875	-82.125
2557	13260	34.125	-115.125
3681	14736	35.625	-100.125
3714	14769	35.625	-91.875
3287	14234	35.125	-107.625
3380	14327	35.125	-84.375
2914	13745	34.625	-111.875
3041	13872	34.625	-80.125
2734	13502	34.375	-113.625
2875	13643	34.375	-78.375
2382	13018	33.875	-116.625
3680	14735	35.625	-100.375
3715	14770	35.625	-91.625
3478	14481	35.375	-104.875
3549	14552	35.375	-87.125
3679	14734	35.625	-100.625
3716	14771	35.625	-91.375
3286	14233	35.125	-107.875
3381	14328	35.125	-84.125
3098	13988	34.875	-110.125
3211	14101	34.875	-81.875
3678	14733	35.625	-100.875
3717	14772	35.625	-91.125
3477	14480	35.375	-105.125
3550	14553	35.375	-86.875
2913	13744	34.625	-112.125
3042	13873	34.625	-79.875
2556	13259	34.125	-115.375
3677	14732	35.625	-101.125
3718	14773	35.625	-90.875
2214	12776	33.625	-118.125
2733	13501	34.375	-113.875
2876	13644	34.375	-78.125
3476	14479	35.375	-105.375
3551	14554	35.375	-86.625
3676	14731	35.625	-101.375
3719	14774	35.625	-90.625
3285	14232	35.125	-108.125
3382	14329	35.125	-83.875
2381	13017	33.875	-116.875
3097	13987	34.875	-110.375
3212	14102	34.875	-81.625
3675	14730	35.625	-101.625
